request_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_duration_mins,price_usd
2024-06-21 12:30:00,40.759084,-73.938274,40.710267,-73.941502,48.3,21.72
2024-06-26 04:47:00,40.77866,-74.019359,40.748716,-74.026415,20.9,23.46
2024-06-08 21:09:00,40.774229,-73.995509,40.802174,-74.028888,3.0,33.3
2024-06-07 13:29:00,40.768186,-73.958775,40.723997,-73.975434,18.6,19.81
2024-06-26 11:20:00,40.746975,-73.994894,40.749127,-74.008123,18.4,19.49
2024-06-02 18:34:00,40.77874,-73.980085,40.800512,-73.947213,3.0,7.0
2024-06-28 11:44:00,40.784906,-74.002796,40.794555,-74.011765,3.0,7.0
2024-06-26 07:37:00,40.7744,-74.011946,40.771575,-74.022727,7.2,59.96
2024-06-21 16:59:00,40.816864,-73.993882,40.85813,-73.970929,40.0,7.0
2024-06-10 07:10:00,40.772978,-73.968439,40.798021,-73.967579,20.5,34.58
2024-06-22 14:50:00,40.780947,-73.99563,40.847122,-74.028211,32.2,28.04
2024-06-25 15:10:00,40.770814,-73.985358,40.737223,-73.938792,5.0,7.0
2024-06-11 12:45:00,40.755408,-73.993594,40.73961,-74.010147,28.3,40.94
2024-06-27 17:35:00,40.734479,-73.969941,40.732511,-73.961422,10.8,11.85
2024-06-23 22:26:00,40.742615,-74.015613,40.781661,-74.002156,5.5,19.14
2024-06-19 15:50:00,40.742822,-73.985813,40.765097,-74.051903,13.9,7.0
2024-06-13 10:18:00,40.733822,-73.990543,40.721658,-74.000336,4.2,7.8
2024-06-11 12:08:00,40.752267,-74.001771,40.722911,-74.019455,57.9,7.33
2024-06-02 00:56:00,40.758065,-73.959235,40.7254,-73.994862,24.1,7.0
2024-06-05 06:41:00,40.781827,-74.018263,40.834134,-74.021894,10.4,36.8
2024-06-14 12:08:00,40.733896,-73.976317,40.733183,-73.972845,5.3,17.47
2024-06-06 05:54:00,40.775838,-73.974486,40.781815,-73.958325,3.0,7.18
2024-06-02 16:24:00,40.763363,-73.991436,40.733536,-73.988125,84.7,30.51
2024-06-19 19:56:00,40.76553,-73.944654,40.766466,-73.946108,12.5,7.0
2024-06-04 16:11:00,40.756076,-73.974949,40.73038,-73.926932,9.9,71.03
2024-06-15 17:53:00,40.799838,-73.99793,40.80379,-74.008447,36.3,11.77
2024-06-17 16:10:00,40.742275,-73.971284,40.732298,-74.021663,3.0,37.5
2024-06-21 03:05:00,40.746833,-73.993012,40.7254,-74.01743,13.3,27.69
2024-06-17 17:44:00,40.760355,-73.991682,40.796289,-73.957941,7.4,19.26
2024-06-03 03:50:00,40.765912,-73.961043,40.804295,-73.96711,10.1,16.94
2024-06-30 08:34:00,40.762498,-73.972732,40.777378,-73.999059,3.0,7.0
2024-06-08 19:37:00,40.757001,-73.962093,40.703147,-73.940463,24.0,16.68
2024-06-05 14:53:00,40.768528,-74.033249,40.736831,-73.986493,14.5,24.34
2024-06-06 15:47:00,40.770032,-73.9764,40.739596,-73.981966,5.2,24.22
2024-06-09 08:13:00,40.757228,-73.953097,40.813643,-73.933583,15.3,7.0
2024-06-28 17:28:00,40.794735,-74.00587,40.826527,-73.961555,11.5,12.79
2024-06-23 04:03:00,40.766833,-73.979987,40.807601,-73.917423,35.4,30.71
2024-06-08 10:48:00,40.752489,-73.987877,40.730035,-73.970813,3.0,7.0
2024-06-08 07:04:00,40.782869,-73.96898,40.736853,-73.970339,4.9,28.36
2024-06-02 11:54:00,40.717415,-73.994253,40.747913,-73.995989,21.7,9.35
2024-06-01 06:35:00,40.735496,-73.967437,40.667475,-74.032614,15.9,12.03
2024-06-04 01:58:00,40.753921,-73.989086,40.756348,-74.027239,4.7,8.47
2024-06-29 18:13:00,40.734441,-73.928937,40.752563,-73.913696,4.3,11.19
2024-06-16 18:11:00,40.774066,-73.975999,40.740464,-73.897177,11.4,10.49
2024-06-12 02:18:00,40.773385,-73.937469,40.818676,-73.954283,20.4,8.57
2024-06-01 16:04:00,40.790622,-73.970277,40.782077,-73.976746,46.1,8.22
2024-06-30 16:38:00,40.746448,-73.990824,40.756244,-73.978081,5.1,27.15
2024-06-09 04:01:00,40.76935,-73.982395,40.785337,-73.935083,14.1,12.77
2024-06-14 06:05:00,40.783595,-73.975469,40.789288,-74.000145,3.0,7.0
2024-06-18 11:48:00,40.761251,-74.029125,40.744385,-74.042244,30.5,9.67
2024-06-24 17:09:00,40.777718,-73.963979,40.753376,-73.962961,41.9,17.9
2024-06-03 18:36:00,40.755999,-73.979836,40.767429,-73.974928,40.2,7.0
2024-06-13 07:25:00,40.784294,-73.972305,40.80312,-73.965606,21.2,61.56
2024-06-15 20:34:00,40.74278,-73.970851,40.772119,-73.958527,24.4,11.49
2024-06-11 15:03:00,40.726969,-74.009111,40.722522,-73.990726,4.4,7.0
2024-06-24 15:32:00,40.750422,-73.981485,40.752811,-73.970343,26.2,12.94
2024-06-02 22:18:00,40.756243,-73.983099,40.729764,-73.981983,3.0,26.39
2024-06-24 02:46:00,40.766751,-74.008147,40.797427,-74.048288,10.7,25.34
2024-06-04 17:46:00,40.76702,-73.95423,40.741623,-73.992059,8.4,20.93
2024-06-07 00:11:00,40.743812,-73.945812,40.761501,-73.966904,6.6,44.14
2024-06-03 11:13:00,40.738029,-73.991023,40.768446,-73.955727,3.0,22.35
2024-06-06 14:51:00,40.790529,-73.97309,40.820439,-73.929136,25.8,33.16
2024-06-19 09:46:00,40.755246,-73.984523,40.714395,-74.023381,25.5,8.6
2024-06-26 16:17:00,40.748485,-73.990593,40.702161,-73.960796,3.7,85.89
2024-06-27 02:12:00,40.764378,-73.99235,40.736808,-74.038088,7.1,7.0
2024-06-22 20:59:00,40.738604,-74.008673,40.706859,-73.9887,40.7,53.73
2024-06-21 03:20:00,40.743702,-73.976201,40.807056,-73.988005,3.2,12.43
2024-06-12 12:24:00,40.773838,-73.99626,40.78494,-74.058875,3.0,7.0
2024-06-04 18:10:00,40.73771,-73.971551,40.699744,-74.000313,5.5,34.31
2024-06-25 09:40:00,40.731416,-73.992569,40.701555,-74.008685,66.4,15.6
2024-06-23 05:09:00,40.750887,-74.007224,40.79784,-73.992362,3.3,7.0
2024-06-02 21:21:00,40.763181,-73.9975,40.802019,-73.997217,5.8,24.72
2024-06-09 04:50:00,40.785494,-73.976728,40.745765,-73.978721,14.9,20.85
2024-06-06 16:27:00,40.76481,-73.990845,40.788061,-73.99774,3.0,7.16
2024-06-21 21:34:00,40.768322,-74.002463,40.758877,-73.971132,13.5,7.0
2024-06-19 13:07:00,40.737547,-73.951843,40.731435,-73.980331,36.8,7.0
2024-06-09 22:42:00,40.761737,-74.011206,40.72109,-73.993842,31.4,34.99
2024-06-18 21:02:00,40.735615,-73.957982,40.723794,-73.88461,4.6,7.0
2024-06-29 22:55:00,40.776308,-73.961519,40.745238,-73.943796,14.3,20.43
2024-06-20 02:18:00,40.760271,-73.96636,40.798233,-73.949709,50.4,7.0
2024-06-16 11:47:00,40.756964,-73.968782,40.727906,-73.987134,30.1,8.84
2024-06-22 05:39:00,40.768113,-73.999493,40.802878,-73.936889,78.0,7.0
2024-06-18 22:34:00,40.748187,-73.995105,40.736555,-74.017604,8.9,21.71
2024-06-12 02:32:00,40.7483,-73.945582,40.690648,-73.946755,16.8,35.7
2024-06-20 21:42:00,40.738982,-73.962901,40.719145,-74.027085,14.1,62.17
2024-06-08 15:53:00,40.793622,-73.973984,40.755449,-73.992379,4.7,9.45
2024-06-11 15:38:00,40.753443,-73.995345,40.76642,-73.971486,3.0,7.0
2024-06-19 16:47:00,40.75168,-74.001662,40.714901,-74.00459,7.5,7.0
2024-06-12 20:42:00,40.771875,-74.007153,40.756566,-73.974572,22.2,65.41
2024-06-29 23:33:00,40.758233,-73.997782,40.765985,-73.990555,24.3,47.25
2024-06-03 12:31:00,40.711566,-73.98923,40.673513,-73.97345,6.6,24.26
2024-06-13 22:57:00,40.798455,-73.980496,40.838059,-73.949551,7.0,8.61
2024-06-16 04:08:00,40.748407,-73.959754,40.752379,-74.006264,11.9,72.24
2024-06-02 22:34:00,40.741206,-73.941056,40.741677,-73.914845,3.0,7.0
2024-06-13 02:26:00,40.754747,-73.95369,40.707378,-73.963939,9.0,7.0
2024-06-24 03:29:00,40.747678,-74.009034,40.729887,-74.022632,3.8,7.0
2024-06-23 19:45:00,40.748061,-73.998938,40.737543,-74.030419,19.3,17.12
2024-06-13 10:58:00,40.760325,-74.002851,40.721147,-73.98848,14.5,7.0
2024-06-07 05:02:00,40.720798,-73.961738,40.744312,-73.956951,14.1,7.0
2024-06-07 05:57:00,40.772696,-73.967806,40.771191,-73.941705,3.0,34.47
2024-06-06 21:35:00,40.777083,-73.993223,40.748552,-74.038777,4.5,56.57
2024-06-03 12:41:00,40.72421,-73.985492,40.71124,-73.953168,12.9,10.57
2024-06-20 09:45:00,40.767111,-73.978748,40.765492,-73.962752,14.4,42.15
2024-06-27 08:16:00,40.74088,-73.972088,40.79789,-73.997949,18.5,7.0
2024-06-09 09:20:00,40.749243,-73.95821,40.7584,-73.927433,5.7,7.0
2024-06-29 09:00:00,40.765035,-73.978874,40.737873,-73.966571,19.5,7.0
2024-06-29 15:53:00,40.775328,-73.987155,40.752469,-74.024967,3.0,9.78
2024-06-23 05:44:00,40.764621,-73.974757,40.749517,-73.969178,24.7,26.43
2024-06-05 19:27:00,40.730216,-73.987171,40.744547,-74.062593,4.1,7.0
2024-06-10 15:26:00,40.759283,-73.974967,40.768114,-73.9542,3.0,49.33
2024-06-12 03:46:00,40.767789,-73.986692,40.778966,-74.006408,15.6,30.79
2024-06-21 07:09:00,40.742546,-73.959126,40.736546,-74.008815,14.7,36.97
2024-06-03 10:47:00,40.741083,-73.957413,40.691313,-74.028184,50.7,7.19
2024-06-11 12:50:00,40.756571,-73.986922,40.769716,-73.977716,5.4,13.98
2024-06-29 01:34:00,40.769473,-73.941419,40.743111,-73.945336,26.7,13.77
2024-06-06 10:46:00,40.746666,-73.978928,40.759723,-73.988827,55.1,11.8
2024-06-01 03:47:00,40.762809,-73.974578,40.722676,-73.967078,7.9,42.58
2024-06-25 10:04:00,40.732789,-73.954249,40.729239,-73.9539,28.0,24.11
2024-06-17 14:20:00,40.76341,-73.942552,40.782464,-73.920391,4.0,47.06
2024-06-23 08:44:00,40.721572,-73.959464,40.778089,-73.959835,15.7,28.45
2024-06-29 11:47:00,40.764196,-73.976438,40.7451,-73.990664,24.6,16.08
2024-06-27 01:46:00,40.775628,-73.990595,40.816287,-74.004295,21.6,67.83
2024-06-10 22:40:00,40.754662,-73.976708,40.782781,-73.970258,4.9,38.02
2024-06-27 08:27:00,40.769148,-73.971047,40.755582,-73.957188,5.1,9.41
2024-06-27 13:40:00,40.762906,-73.974694,40.760529,-73.992497,6.9,14.5
2024-06-24 04:24:00,40.730457,-73.987611,40.711411,-74.002041,7.1,7.0
2024-06-01 10:14:00,40.734379,-73.99822,40.709927,-73.990264,35.5,47.26
2024-06-21 08:14:00,40.750759,-73.979085,40.704579,-73.969341,24.4,7.0
2024-06-02 22:32:00,40.755029,-73.996451,40.722767,-74.024511,15.2,7.0
2024-06-02 10:50:00,40.742349,-74.017026,40.663762,-74.055231,5.9,37.29
2024-06-13 18:09:00,40.733595,-74.001304,40.735307,-73.999714,22.1,7.0
2024-06-05 07:07:00,40.700874,-73.992648,40.744024,-73.978341,7.9,7.0
2024-06-13 20:57:00,40.791472,-73.999529,40.796821,-73.991327,45.5,13.86
2024-06-08 20:28:00,40.792094,-73.979543,40.791687,-74.02142,21.8,7.0
2024-06-10 04:47:00,40.741101,-74.009264,40.720991,-73.99926,3.0,14.37
2024-06-03 07:04:00,40.729191,-74.00716,40.784543,-73.981267,6.4,20.68
2024-06-01 05:07:00,40.7871,-73.959057,40.816689,-73.971963,16.0,30.4
2024-06-07 05:14:00,40.715606,-73.965625,40.675928,-73.985333,3.0,15.88
2024-06-09 02:54:00,40.778558,-73.978212,40.83979,-73.942897,3.0,7.0
2024-06-05 21:26:00,40.770735,-73.956384,40.815253,-73.924376,28.8,23.22
2024-06-09 20:17:00,40.751008,-73.998698,40.71821,-74.026821,32.4,74.68
2024-06-30 16:58:00,40.785861,-73.969733,40.808179,-73.963785,13.4,17.9
2024-06-30 00:46:00,40.744805,-73.98839,40.738076,-74.021117,41.8,32.49
2024-06-24 23:48:00,40.77481,-73.954862,40.714605,-73.941869,3.0,36.12
2024-06-01 00:57:00,40.753007,-73.980027,40.724486,-73.994505,55.5,7.0
2024-06-02 17:12:00,40.733667,-74.002316,40.75541,-74.032014,5.1,12.86
2024-06-20 09:06:00,40.798858,-73.957435,40.816819,-74.000224,17.1,21.71
2024-06-02 16:42:00,40.74383,-73.992668,40.82556,-73.955312,19.2,15.47
2024-06-30 12:35:00,40.749414,-74.008314,40.753794,-74.022327,5.1,7.0
2024-06-22 21:14:00,40.774268,-73.954309,40.718894,-73.859213,7.5,16.11
2024-06-18 15:09:00,40.782806,-73.972017,40.752234,-73.92933,8.9,7.0
2024-06-08 05:55:00,40.731625,-74.002101,40.716999,-73.96309,4.8,7.09
2024-06-06 03:00:00,40.786817,-73.986892,40.776622,-74.048161,3.0,50.58
2024-06-28 03:46:00,40.757874,-73.987471,40.746576,-73.991226,19.7,7.0
2024-06-09 19:34:00,40.756242,-74.002701,40.7644,-74.065517,4.2,14.39
2024-06-29 19:29:00,40.754651,-74.001985,40.797979,-73.987756,3.8,30.9
2024-06-17 00:25:00,40.757666,-73.986819,40.767903,-73.98848,10.1,7.0
2024-06-22 08:04:00,40.726813,-73.965174,40.667331,-73.920549,5.3,10.75
2024-06-28 00:14:00,40.766131,-73.968154,40.775392,-73.999637,12.2,7.0
2024-06-10 09:18:00,40.762084,-73.995839,40.706206,-73.981746,3.0,21.14
2024-06-27 22:45:00,40.750654,-73.968185,40.729087,-73.967038,14.8,7.0
2024-06-26 03:37:00,40.762114,-73.955037,40.812524,-73.955837,3.0,9.41
2024-06-12 01:40:00,40.753898,-74.002014,40.690761,-73.978392,37.5,75.32
2024-06-10 05:05:00,40.756519,-73.970161,40.813133,-73.955508,3.0,8.45
2024-06-27 13:40:00,40.766353,-73.984556,40.779881,-73.9584,4.3,36.23
2024-06-16 20:36:00,40.753482,-73.990305,40.761062,-73.974026,19.1,11.63
2024-06-21 10:16:00,40.742454,-73.984532,40.699507,-73.973416,3.0,35.11
2024-06-02 20:04:00,40.773177,-73.968615,40.773122,-73.990934,3.8,7.0
2024-06-09 13:30:00,40.736499,-74.010093,40.718995,-74.01936,19.1,17.02
2024-06-16 00:51:00,40.77903,-73.98483,40.750383,-74.016028,8.8,7.0
2024-06-09 14:09:00,40.751126,-73.992175,40.744659,-74.001138,39.1,14.31
2024-06-09 09:12:00,40.775515,-73.984434,40.843523,-73.971049,23.3,7.0
2024-06-17 17:48:00,40.786757,-73.988557,40.807703,-74.031456,22.3,7.0
2024-06-24 04:55:00,40.756813,-73.999884,40.747542,-73.976082,3.0,7.0
2024-06-18 08:54:00,40.775442,-73.947146,40.783981,-73.955026,16.0,7.0
2024-06-19 11:43:00,40.770607,-74.037204,40.755065,-74.041435,32.8,31.31
2024-06-09 04:17:00,40.761656,-73.973448,40.78019,-73.974017,6.4,9.77
2024-06-15 10:10:00,40.770054,-73.973288,40.730533,-73.968011,3.6,39.73
2024-06-19 06:43:00,40.752403,-73.98329,40.775452,-74.056634,5.7,41.4
2024-06-20 12:58:00,40.790838,-73.979299,40.742348,-73.982299,17.0,52.54
2024-06-07 19:12:00,40.759686,-73.972139,40.748465,-73.993084,3.9,7.0
2024-06-10 06:52:00,40.743393,-73.995379,40.774051,-74.003238,4.9,17.34
2024-06-09 23:56:00,40.74932,-73.992166,40.801214,-73.969264,3.0,7.0
2024-06-04 03:31:00,40.77575,-73.991164,40.705676,-74.006079,3.0,7.0
2024-06-21 07:03:00,40.739592,-73.975285,40.701433,-73.998455,3.0,7.0
2024-06-11 22:19:00,40.79584,-73.974544,40.793831,-73.965173,24.2,13.7
2024-06-10 09:38:00,40.784112,-74.00581,40.803413,-74.041214,17.7,19.88
2024-06-19 01:20:00,40.733377,-73.985998,40.712771,-73.950187,17.8,7.0
2024-06-11 19:08:00,40.773467,-73.996989,40.770416,-73.938677,3.2,24.59
2024-06-05 13:00:00,40.738645,-74.003435,40.737508,-74.044904,66.8,17.2
2024-06-06 09:54:00,40.741329,-73.99413,40.737127,-73.975413,15.4,22.93
2024-06-16 02:05:00,40.748621,-74.00703,40.746027,-73.96214,3.2,7.0
2024-06-12 06:05:00,40.743153,-74.020721,40.742621,-74.034891,3.0,8.57
2024-06-24 08:46:00,40.772509,-73.982962,40.820617,-74.000603,18.6,7.0
2024-06-09 02:13:00,40.763072,-73.965816,40.75615,-73.983912,5.6,10.28
2024-06-28 21:14:00,40.766453,-73.990801,40.803839,-73.953719,3.2,36.0
2024-06-25 17:33:00,40.75806,-73.96619,40.756129,-73.926323,38.5,28.23
2024-06-11 02:57:00,40.747443,-73.969223,40.725828,-73.97701,3.0,36.52
2024-06-19 22:43:00,40.747587,-74.002045,40.739155,-73.956452,3.0,10.87
2024-06-17 04:50:00,40.780113,-74.001171,40.728051,-74.037312,11.4,14.62
2024-06-15 19:48:00,40.751023,-74.013347,40.717941,-73.998033,3.0,36.21
2024-06-11 09:16:00,40.785913,-73.979952,40.763579,-74.00592,9.8,7.0
2024-06-22 16:17:00,40.745291,-73.974504,40.748971,-73.969544,30.5,19.22
2024-06-19 02:23:00,40.75892,-73.984831,40.807967,-73.995384,5.2,11.43
2024-06-28 16:30:00,40.764188,-74.00023,40.753263,-74.031662,29.7,20.54
2024-06-03 01:44:00,40.781639,-73.986389,40.750225,-73.976376,42.8,16.88
2024-06-07 21:26:00,40.777387,-73.970952,40.802533,-74.007346,22.5,12.72
2024-06-02 15:45:00,40.764148,-73.973008,40.769647,-73.951422,13.1,7.0
2024-06-04 06:50:00,40.759494,-73.974573,40.79428,-73.952552,3.0,9.48
2024-06-18 05:26:00,40.739826,-73.978582,40.768977,-73.975171,19.7,8.97
2024-06-19 17:23:00,40.754151,-73.961989,40.771044,-73.971093,88.1,39.97
2024-06-11 10:27:00,40.803254,-74.004471,40.81391,-73.982705,15.5,7.0
2024-06-05 08:09:00,40.73883,-73.997052,40.768052,-73.972603,26.2,60.87
2024-06-13 15:47:00,40.746749,-74.003658,40.773819,-74.018244,3.0,10.55
2024-06-13 10:52:00,40.730357,-73.993095,40.75876,-73.987805,9.8,16.81
2024-06-15 13:40:00,40.743055,-73.955704,40.770833,-73.967838,4.5,45.0
2024-06-02 17:14:00,40.734337,-74.000193,40.732252,-73.986395,18.8,21.12
2024-06-14 04:36:00,40.733483,-73.999844,40.709192,-74.021986,36.3,7.0
2024-06-30 20:51:00,40.764457,-74.019104,40.765283,-74.012908,9.2,21.24
2024-06-05 09:57:00,40.772609,-73.972338,40.760501,-73.97547,6.8,40.73
2024-06-19 05:03:00,40.765053,-73.985831,40.737264,-73.959114,15.8,17.12
2024-06-28 20:37:00,40.737566,-73.957383,40.785495,-73.97371,12.7,47.85
2024-06-14 14:07:00,40.724319,-73.957255,40.723978,-73.949126,28.6,7.0
2024-06-06 09:32:00,40.717101,-74.007569,40.685582,-74.020263,16.4,13.77
2024-06-20 22:50:00,40.733621,-73.986692,40.773788,-74.032584,8.5,7.0
2024-06-11 13:57:00,40.73748,-73.959921,40.74092,-73.967562,3.0,22.63
2024-06-03 13:45:00,40.748823,-74.000026,40.778669,-73.98113,9.6,24.57
2024-06-14 06:09:00,40.763245,-73.965677,40.75218,-73.94582,4.0,30.48
2024-06-24 13:07:00,40.750265,-74.035078,40.768106,-74.053673,3.0,32.25
2024-06-21 23:46:00,40.789689,-73.986534,40.808865,-73.957058,3.0,13.12
2024-06-08 00:34:00,40.804135,-73.997886,40.807269,-73.959715,10.3,36.53
2024-06-04 03:30:00,40.755871,-73.964085,40.737032,-73.991872,36.1,23.28
2024-06-24 20:14:00,40.719718,-73.992928,40.731735,-73.988902,3.0,31.96
